key,ar,en,es,ja
faq.questionsSection.questionsByTopic.Privacidad.1.answer.0.content.0.text,,,"Nuestros sólidos equipos legales y de seguridad de la información han desarrollado una DPIA para abordar posibles riesgos y amenazas a tu privacidad. Solo almacenaremos tus datos personales en forma anonimizada (donde no se te pueda identificar de ninguna manera) y en una base de datos segura con acceso restringido. Si deseas más información, consulta la Política de Privacidad de Virufy.",
faq.questionsSection.questionsByTopic.Privacidad.2.question,,,¿Virufy tiene una política de privacidad y de cookies?,
faq.questionsSection.questionsByTopic.Privacidad.2.answer.0.type,,,paragraph,
faq.questionsSection.questionsByTopic.Privacidad.2.answer.0.content.0.type,,,text,
faq.questionsSection.questionsByTopic.Privacidad.2.answer.0.content.0.text,,,"Virufy toma en serio la privacidad y protección de tu información personal. Nuestro equipo legal ha preparado una Política de Privacidad y una Política de Cookies detalladas para proteger la información personal que compartes con nosotros a través del uso de nuestro sitio web, la participación en nuestro estudio de donación de tos, el contacto con nosotros y las solicitudes de voluntariado. Consulta el pie de página para acceder a la Política de Privacidad y la Política de Cookies detalladas.",
faq.questionsSection.questionsByTopic.Privacidad.3.question,,,¿Se compartirán mis datos con terceros?,
faq.questionsSection.questionsByTopic.Privacidad.3.answer.0.type,,,paragraph,
faq.questionsSection.questionsByTopic.Privacidad.3.answer.0.content.0.type,,,text,
faq.questionsSection.questionsByTopic.Privacidad.3.answer.0.content.0.text,,,"Si optas por compartir tu información de contacto (por ejemplo, correo electrónico y número de teléfono) con nosotros, no distribuiremos ninguno de estos datos personales identificables a ningún tercero. Sin embargo, podemos compartir tu información anonimizada, como los sonidos de tu tos, con terceros para acelerar los esfuerzos de investigación global para detener la pandemia de COVID-19 y otras futuras propagaciones de enfermedades. Puedes encontrar más detalles en nuestra Política de Privacidad y el Formulario de Consentimiento del estudio de recopilación de datos.",
faq.questionsSection.questionsByTopic.Otros.0.question,,,¿Cómo puedo apoyar más a Virufy?,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.type,,,paragraph,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.0.type,,,text,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.0.text,,,"Puedes unirte a nuestro equipo hoy y consultar la página de ",
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.1.type,,,relative-link,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.1.text,,,Ofertas de Trabajo,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.1.href,,,/join-us,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.2.type,,,text,
faq.questionsSection.questionsByTopic.Otros.0.answer.0.content.2.text,,," para más información. También puedes apoyarnos en GoFundMe. Además, puedes contactarnos para colaborar en una alianza.",
faq.questionsSection.questionsByTopic.Otros.1.question,,,¿Cómo funciona la distribución y cómo se expandirá Virufy?,
faq.questionsSection.questionsByTopic.Otros.1.answer.0.type,,,paragraph,
faq.questionsSection.questionsByTopic.Otros.1.answer.0.content.0.type,,,text,
faq.questionsSection.questionsByTopic.Otros.1.answer.0.content.0.text,,,La app será ofrecida para beneficiar a personas en países de bajos ingresos y probablemente se dará a conocer y se expandirá rápidamente.,
faq.questionsSection.questionsByTopic.Otros.2.question,,,¿Qué pasa si tengo más preguntas?,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.type,,,paragraph,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.0.type,,,text,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.0.text,,,"Puedes encontrar más detalles en nuestra Política de Privacidad, Política de Cookies y el formulario de consentimiento, los cuales están integrados en la aplicación de recopilación de datos. Para preguntas relacionadas con el estudio de recopilación de datos, por favor envíanos un correo a ",
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.1.type,,,link,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.1.text,,,study@virufy.org,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.1.href,,,mailto:study@virufy.org,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.2.type,,,text,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.2.text,,,". Para consultas relacionadas con los datos, puedes escribirnos a ",
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.3.type,,,link,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.3.text,,,open-data@virufy.org,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.3.href,,,mailto:open-data@virufy.org,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.4.type,,,text,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.4.text,,,". Para todas las demás consultas, puedes contactarnos a través de ",
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.5.type,,,link,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.5.text,,,info@virufy.org,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.5.href,,,mailto:info@virufy.org,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.6.type,,,text,
faq.questionsSection.questionsByTopic.Otros.2.answer.0.content.6.text,,,.,
faq.questionsSection.questionsByTopic.Virufyアプリ.0.question,,,,アプリはいつ、どのようにして上気道感染症の予測結果を提供しますか?
faq.questionsSection.questionsByTopic.Virufyアプリ.0.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyアプリ.0.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyアプリ.0.answer.0.content.0.text,,,,当社のアプリは現在、データ収集のみを目的としています。各国の公衆衛生当局の承認と、現地の状況におけるAI技術の有効性を検証するための臨床研究がなければ、上気道感染症予測アプリをリリースすることはできません。このプロセスは、政府パートナーのスピードに応じて数週間から数ヶ月かかる場合があります。Virufyは、この技術を人々に無料で提供し、高額なPCR検査を必要な場合にのみ最適化するために、保健当局や病院とのパートナーシップを歓迎します。
faq.questionsSection.questionsByTopic.Virufyアプリ.1.question,,,,お使いのアプリはiOSまたはAndroidで利用できますか？
faq.questionsSection.questionsByTopic.Virufyアプリ.1.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyアプリ.1.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyアプリ.1.answer.0.content.0.text,,,,当社のアプリはWebアプリとして設計されているため、モバイル端末のWebブラウザからご利用いただけます。別途ダウンロードやインストールの必要はございません。
faq.questionsSection.questionsByTopic.Virufyアプリ.2.question,,,,アプリは無料で提供され、世界中で利用可能ですか？
faq.questionsSection.questionsByTopic.Virufyアプリ.2.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyアプリ.2.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyアプリ.2.answer.0.content.0.text,,,,501(c)(3)非営利団体として、十分な資金が集まらなかった場合は、運営費として少額の手数料を頂戴する場合があります。しかしながら、低所得国への支援として、アプリは無料で提供していく予定です。
faq.questionsSection.questionsByTopic.Virufyアプリ.3.question,,,,このアプリを営利目的のスタートアップに拡張する予定はありますか？
faq.questionsSection.questionsByTopic.Virufyアプリ.3.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyアプリ.3.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyアプリ.3.answer.0.content.0.text,,,,Virufyは非営利団体です。必要に応じて、アプリ展開を迅速にするために企業と提携する可能性はあります。
faq.questionsSection.questionsByTopic.Virufyについて.0.question,,,,この取り組みはどのようにして生まれたのでしょうか?
faq.questionsSection.questionsByTopic.Virufyについて.0.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyについて.0.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyについて.0.answer.0.content.0.text,,,,パンデミックが発生した際、Virufyの創設者であるアミルは、スマートフォンが広く普及していること、そして、COVIDが鼻、喉、肺に影響を与えることを認識していました。そこで、呼吸音や咳の音を機械学習で分析することで、COVIDの規則性を検出できる、という仮定を立てました。社会に貢献したいという思いから、彼は名門大学病院で362人の患者を対象にした臨床研究を主導しました。スタンフォード大学のAIを研究する大学院生から始まったVirufyの最初のチームは、世界中の大学から集まったボランティアチームにまで拡大しています。25カ国以上を訪問した経験を持つOne Young World Japanの大使として、アミルはグローバルな視点を理解しており、スマートフォンベースのソリューションが世界中の人々に活用できることを知っています。
faq.questionsSection.questionsByTopic.Virufyについて.1.question,,,,Virufy は、同様の事業に取り組んでいる他の取り組みとどう違うのでしょうか?
faq.questionsSection.questionsByTopic.Virufyについて.1.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyについて.1.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyについて.1.answer.0.content.0.text,,,,Virufyは501(c)(3)非営利団体であるため、優秀な専門家をボランティアとして採用することができます。私たちのチームは5つの大陸にまたがり、グローバルな感性を持っています。利益を追求することがないため、発展途上国での活動が可能です。また、各国のトップレベルの人材にアクセスできる大学のネットワークやプロフェッショナルネットワークを活用しています。私たちの組織では、若い専門家が経験豊富な業界の専門家から助言を受け、迅速で創造的な活動が正しい方向に向かうようにしています。
faq.questionsSection.questionsByTopic.Virufyについて.2.question,,,,調査はどの段階にありますか？また、参加するための期限はありますか？
faq.questionsSection.questionsByTopic.Virufyについて.2.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyについて.2.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyについて.2.answer.0.content.0.text,,,,私たちはパートナーシップの形成、モバイルアプリの開発、カリフォルニアの非営利法人登録、数十か国のデータプライバシー法に準拠するためのポリシーの構築に多大な努力を注いできました。私たちのデータ収集アプリは、技術的懸念の大部分に対処し、データプライバシーと情報セキュリティの準備が整い、大きな進展の段階に達しています。すでに25万人以上の患者のデータを収集し、AIを活用して解決策を構築しています。期限はなく、資金提供、ボランティアサービス、臨床データ収集を提供できるパートナーを常に歓迎しています。
faq.questionsSection.questionsByTopic.Virufyについて.3.question,,,,他のプロジェクトと比べて、Virufyの特長は何ですか？
faq.questionsSection.questionsByTopic.Virufyについて.3.answer.0.type,,,,paragraph
faq.questionsSection.questionsByTopic.Virufyについて.3.answer.0.content.0.type,,,,text
faq.questionsSection.questionsByTopic.Virufyについて.3.answer.0.content.0.text,,,,若い組織であり、多様でグローバルなチームは25以上の大学の卒業生で構成されており、業界トップレベルの専門家に導かれています。私たちの多分野にわたるチームは、法律、機械学習、医学、情報セキュリティ、モバイルアプリ開発の専門知識を持っています。また、One Young Worldネットワークを活用して、各国の信頼できるパートナーと連携しています。誰もが参加を歓迎し、501(c)(3)非営利団体として、ボランティアを受け入れることができます。ボランティアによって運営されているため、独立しており、官僚的な制約が少ないのです。
